"DMF No",STATUS,"Submission Date","DMF Holder",Molecule
28959,A,2/11/2015,"SUN PHARMACEUTICAL INDUSTRIES LTD","ABIRATERONE ACETATE"
28960,A,3/02/2015,"SUN PHARMACEUTICAL INDUSTRIES LTD","EXEMESTANE USP"
28961,A,3/27/2015,"LUPIN LTD INDIA","DULOXETINE HYDROCHLORIDE USP (PROCESS B)"
28962,A,1/11/2015,"PERRIGO API LTD","PRAMIPEXOLE BASE"
28966,A,12/26/2014,"IRVINE SCIENTIFIC SALES CO","PRIME-XV® CHONDROGENIC DIFFERENTIATION XSFM"
28967,A,12/29/2014,"IRVINE SCIENTIFIC SALES CO","PRIME-XV® FREEZIS"
28969,A,4/02/2015,"SHANGHAI PHARMA GROUP CHANGZHOU KONY PHARMACEUTICAL CO LTD","VALACYCLOVIR HYDROCHLORIDE"
28971,A,2/19/2015,"SUN PHARMACEUTICAL INDUSTRIES LTD",LINAGLIPTIN
28973,A,4/02/2015,"SHANGHAI PHARMA GROUP CHANGZHOU KONY PHARMACEUTICAL CO LTD",GANCICLOVIR
28975,A,12/29/2014,"QILU ANTIBIOTICS LINYI PHARMACEUTICAL CO LTD","MEROPENEM WITH SODIUM CARBONATE"
28976,A,1/08/2015,"KYONGBO PHARMACEUTICAL CO LTD",OLANZAPINE
28977,A,1/09/2015,"KYONGBO PHARMACEUTICAL CO LTD","SOLIFENACIN SUCCINATE"
28978,A,12/25/2014,"HUBEI BIOCAUSE HEILEN PHARMACEUTICAL CO LTD","ATROPINE SULFATE"
28982,A,12/31/2014,"ZHEJIANG GUOBANG PHARMACEUTICAL CO LTD","AZAERYTHROMYCIN (U-GRADE)"
28983,A,3/30/2015,"TARO PHARMACEUTICAL INDUSTRIES LTD",DEFERIPRONE
28984,A,1/14/2015,"CHANGZHOU PHARMACEUTICAL FACTORY",TICAGRELOR
28985,A,1/02/2015,"ALKALOIDS CORP",HYOSCINE
28986,A,1/05/2015,"ASYMCHEM LIFE SCIENCE TIANJIN CO LTD","ERLOTINIB HYDROCHLORIDE"
28987,A,12/18/2014,"HUBEI BIOCAUSE HEILEN PHARMACEUTICAL CO LTD","METOCLOPRAMIDE HYDROCHLORIDE"
28989,A,12/25/2014,"HYBIO PHARMACEUTICAL CO LTD","GLATIRAMER ACETATE, NON-STERILE BULK DRUG SUBSTANCE"
28990,A,12/31/2014,"ZHEJIANG XIANJU JUNYE PHARMACEUTICAL CO LTD","11-ADDITION SUBSTANCE"
28991,A,3/20/2015,"GLENMARK PHARMACEUTICALS LTD",TERIFLUNOMIDE
28992,A,3/18/2015,"GLENMARK PHARMACEUTICALS LTD","FOSAPREPITANT DIMEGLUMINE"
28993,A,1/23/2015,"INTERQUIM SA","RIVAROXABAN "
28994,A,2/10/2015,"DAEWOONG BIO INC","URSODIOL USP (PROCESS II)"
28995,A,1/21/2015,"AUROBINDO PHARMA LTD","FEXOFENADINE HYDROCHLORIDE USP "
28996,A,1/30/2015,"CHEMWERTH INC","FOSCARNET SODIUM USP"
28997,A,3/10/2015,"LUSOCHIMICA SPA","ALBUTEROL SULFATE"
28998,A,1/07/2015,"SAFC INC","TRYPAN BLUE"
28999,A,2/18/2015,"ZHEJIANG YONGTAI PHARMACEUTICAL CO LTD","FENOFIBRATE USP"
29001,A,3/03/2015,"CHEMWERTH INC","BOSENTAN, NON-STERILE BULK DRUG SUBSTANCE"
29002,A,3/11/2015,"GLENMARK PHARMACEUTICALS LTD","TOFACITINIB CITRATE"
29003,A,1/08/2015,"HOVIONE FARMACIENCIA SA","MINOCYCLINE HYDROCHLORIDE MICRONIZED"
29004,A,1/12/2015,"SYMBIOTEC PHARMALAB PRIVATE LTD","DEHYDROEPIANDROSTERONE (INTERMEDIATE)"
29005,A,1/22/2015,"EVEREST ORGANICS LTD","OMEPRAZOLE CHLORO COMPOUND USE AS INTERMEDIATE"
29010,A,3/13/2015,"PIRAMAL ENTERPRISES LTD",ENTACAPONE
29011,A,3/16/2015,"EMCURE PHARMACEUTICALS LTD","TOLTERODINE TARTRATE"
29012,A,2/13/2015,"MICRO LABS LTD",TICAGRELOR
29014,A,3/04/2015,"RELIANCE LIFE SCIENCES PVT LTD","SUNITINIB MALATE"
29015,A,1/14/2015,"VASUDHA PHARMA CHEM LTD","KETOROLAC TROMETHAMINE USP"
29017,A,1/31/2015,"CADILA HEALTHCARE LTD","LINAGLIPTIN AMORPHOUS"
29019,A,9/25/2015,"CHEMWERTH INC","TRIENTINE HYDROCHLORIDE USP"
29020,A,3/31/2015,"GLENMARK PHARMACEUTICALS LTD","DIPYRIDAMOLE USP"
29023,A,1/20/2015,"SYMBIOTEC PHARMALAB PRIVATE LTD","TESTOSTERONE CYPIONATE USP "
29026,A,2/04/2015,"UNICHEM LABORATORIES LTD","OLMESARTAN MEDOXOMIL USP"
29027,A,2/03/2015,"UNICHEM LABORATORIES LTD","TADALAFIL USP "
29028,A,1/30/2015,"CIPLA LTD","TEMOZOLOMIDE USP"
29029,A,3/13/2015,"CIPLA LTD","BOSENTAN MONOHYDRATE"
29030,A,1/20/2015,"SYMBIOTEC PHARMALAB PRIVATE LTD","17-a HYDROXYPROGESTERONE (INTERMEDIATE)"
29033,A,3/31/2015,"APOTEX PHARMACHEM INC","RIVASTIGMINE USP"
29034,A,3/27/2015,"APOTEX PHARMACHEM INC","RUFINAMIDE USP"
29035,A,3/30/2015,"APOTEX PHARMACHEM INC","DEXLANSOPRAZOLE ANHYDRATE"
29037,A,1/06/2015,"VM CHEMICALS","SODIUM CHLORIDE BP"
29038,A,1/06/2015,"VM CHEMICALS","SODIUM BICARBONATE BP"
29039,A,1/06/2015,"VM CHEMICALS","SODIUM ACETATE TRIHYDRATE BP"
29040,A,1/06/2015,"VM CHEMICALS","POTASSIUM CHLORIDE BP"
29045,A,1/21/2015,"NIFTY LABS PVT LTD","2-[[[3-METHYL-4-(2,2,2-TRIFLUORO ETHOXY)-2-PYRIDINYL] METHYL] SULFANYL]-1H-BENZIMIDAZOLE"
29047,A,1/22/2015,"OLON SPA",RIFABUTIN
29048,A,2/05/2015,"AUROBINDO PHARMA LTD",RIVAROXABAN
29050,A,4/30/2015,PCAS,"CINACALCET HCL"
29051,A,2/20/2015,"CTX LIFE SCIENCES PVT LTD","MESALAMINE USP"
29053,A,3/24/2015,"JOHNSON MATTHEY PHARMA SERVICES",4237.G
29056,A,2/05/2015,"LIANYUNGANG RUNZHONG PHARMACEUTICAL CO LTD","FOSCARNET SODIUM, NON STERILE, BULK DRUG SUBSTANCE"
29057,A,2/03/2015,"CHANGZHOU PHARMACEUTICAL FACTORY","ATORVASTATIN CALCIUM (TRIHYDRATE)"
29058,A,5/13/2015,"SAI LIFE SCIENCES LTD","METHENAMINE HIPPURATE USP"
29059,A,1/29/2015,"NIFTY LABS PVT LTD","DIBENZO [B,F] [1,4] THIAZEPIN-11 (10H)-ONE"
29060,A,2/02/2015,"LI-COR INC","IRDYE 700DX CARBOXYLATE(DRUG SUBSTANCE INTERMEDIATE)"
29061,A,1/27/2015,"CAMBREX PROFARMACO MILANO SRL",CLOBAZAM
29062,A,3/23/2015,"SAI LIFE SCIENCES LTD","4-((2-CYANOPROPAN-2-YL)AMINO)-2-FLUORO-N-METHYLBENZAMIDE (ENZALUTAMIDE INTERMEDIATE)"
29063,A,5/25/2015,"CIPLA LTD","OLANZAPINE USP"
29064,A,2/27/2015,"DR REDDYS LABORATORIES LTD","MIRABEGRON [FORM - AMORPHOUS]"
29065,A,2/25/2015,"RAKS PHARMA PVT LTD",TICAGRELOR
29066,A,3/18/2015,"RAKS PHARMA PVT LTD",RIVAROXABAN
29068,A,1/24/2015,"JIAOZUO JOINCARE BIOTECHNOLOGICAL CO LTD",THYMIDINE
29069,A,1/29/2015,"WUHAN ZY PHARMACEUTICAL CO LTD","POSA-12 (POSACONAZOLE INTERMEDIATE)"
29073,A,2/04/2015,"IRVINE SCIENTIFIC SALES CO INC","PRIME-XV® FREEZIS DMSO-FREE"
29074,A,2/04/2015,"IRVINE SCIENTIFIC SALES CO","PRIME-XV® IS21 SUPPLEMENT (50X) PRODUCT NUMBER 91142"
29079,A,2/24/2015,"TEVA PHARMACEUTICAL INDUSTRIES LTD","TERIPARATIDE ACETATE"
29080,A,3/13/2015,"JUSTESA IMAGEN SAU","IOTHALAMIC ACID"
29081,A,1/31/2015,"JOYANG LABORATORIES","FUSIDIC ACID"
29082,A,2/05/2015,"ZHEJIANG NEO DANKONG PHARMACEUTICAL CO LTD","ESOMEPRAZOLE SODIUM (NON-STERILE BULK DRUG SUBSTANCE)"
29083,A,2/27/2015,"WATSON PHARMA PRIVATE LTD","FERRIC CITRATE "
29084,A,6/19/2015,"WATSON PHARMA PRIVATE LTD","SUCROFERRIC OXYHYDROXIDE"
29085,A,8/27/2015,"TEVA PHARMACEUTICAL INDUSTRIES LTD","TRIENTINE HYDROCHLORIDE USP"
29086,A,2/06/2015,"CHANGZHOU BOHIV PHARMACEUTICAL TECHNOLOGY CO LTD",L-6
29090,A,3/23/2015,"CIPLA LTD",GEFITINIB
29091,A,3/02/2015,"SIEGFRIED USA LLC",BUPRENORPHINE
29094,A,4/14/2015,"AREVIPHARMA GMBH","KETAMINE HYDROCHLORIDE"
29095,A,2/11/2015,"CHONGQING HUAPONT PHARMACEUTICAL CO LTD","BENDAMUSTINE HCI MONOHYDRATE"
29097,A,3/04/2015,"AUROBINDO PHARMA LTD","DIVALPROEX SODIUM USP"
29098,A,3/14/2015,"AZICO BIOPHORE INDIA PVT LTD","LEVOTHYROXINE SODIUM"
29099,A,2/21/2015,"SUPRIYA LIFESCIENCE LTD","PYRILAMINE MALEATE USP"
29100,A,2/10/2015,"KUNMING GUIYAN PHARMACEUTICAL CO LTD","CARBOPLATIN DRUG SUBSTANCE"
29101,A,4/28/2015,"MACLEODS PHARMACEUTICALS LTD",PROPYLTHIOURACIL
29102,A,4/13/2015,"ACS DOBFAR SPA","ERTAPENEM SODIUM"
29103,A,2/25/2015,"EUROGENTEC SA","PRODUCTION OF PLASMID DNA (DRUG SUBSTANCE, VERSION 2)"
29104,A,3/09/2015,"INDUSTRIALE CHIMICA SRL","FULVESTRANT USP"
29113,A,3/02/2015,"VASUDHA PHARMA CHEM LTD","OLMESARTAN MEDOXOMIL USP"
29114,A,4/01/2015,"LUSOCHIMICA SPA","SILVER SULFADIAZINE"
29116,A,4/07/2015,"JOYANG LABORATORIES",BACITRACIN
29117,A,3/31/2015,"DR REDDYS LABORATORIES LTD",ENZALUTAMIDE
29118,A,4/09/2015,"LUPIN LTD","DARUNAVIR N-PROPANOLATE"
29119,A,2/27/2015,"TIANJIN PHARMACEUTICAL HOLDINGS GENCOM PHARMACY CO LTD","CEFDINIR USP"
29121,A,3/12/2015,"MSN PHARMACHEM PRIVATE LTD","APREPITANT (FORM-I) [ROUTE CODE ""FA""]"
29122,A,4/01/2015,"RICHTER-HELM BIOTEC GMBH AND CO KG",TERIPARATIDE
29123,A,3/26/2015,"PIRAMAL ENTERPRISES LTD","BISOPROLOL FUMARATE"
29124,A,4/13/2015,"SHILPA MEDICARE LTD","ERLOTINIB HYDROCHLORIDE (ET)"
29125,A,3/31/2015,"CIPLA LTD","ABIRATERONE ACETATE"
29126,A,3/31/2015,"DR REDDYS LABORATORIES LTD","DIMETHYL FUMARATE"
29128,A,3/02/2015,"WUHU FOMAN BIOPHARMA CO LTD","L-A-GLYCERYLPHOSPHORYLCHOLINE "
29129,A,3/04/2015,"SMS PHARMACEUTICALS LTD","PANTOPRAZOLE SODIUM USP"
29132,A,3/30/2015,"MSN LABORATORIES PRIVATE LTD","EZETIMIBE USP [ROUTE CODE ""EE""]"
29133,A,3/20/2015,"MSN ORGANICS PRIVATE LTD","RIVASTIGMINE USP [ROUTE CODE ""RP""]"
29134,A,5/04/2015,"MSN PHARMACHEM PRIVATE LTD","ATAZANAVIR SULFATE [ROUTE CODE ""AQ""]"
29135,A,3/31/2015,"MSN PHARMACHEM PRIVATE LTD","ARIPIPRAZOLE USP MONOHYDRATE [ROUTE CODE-HA]"
29138,A,3/24/2015,"AMOLI ORGANICS PVT LTD","ARIPIPRAZOLE USP "
29139,A,5/15/2015,"MSN ORGANICS PRIVATE LTD","CLOPIDOGREL BISULFATE USP (FORM-II) [ROUTE CODE - 'CM2']"
29140,A,2/23/2015,"SHANGHAI AJINOMOTO AMINO ACID CO LTD",L-PHENYLALANINE
29141,A,2/23/2015,"SHANGHAI AJINOMOTO AMINO ACID CO LTD",L-VALINE
29142,A,2/23/2015,"SHANGHAI AJINOMOTO AMINO ACID CO LTD",L-ALANINE
29143,A,2/23/2015,"SHANGHAI AJINOMOTO AMINO ACID CO LTD",L-ISOLEUCINE
29144,A,3/05/2015,"ICROM SPA","FLUORESCEIN SODIUM"
29145,A,3/06/2015,"ASYMCHEM LABORATORIES FUXIN CO LTD","BETA-METHYL VINYL PHOSPHATE
"
29146,A,5/07/2015,"NORDMARK ARZNEIMITTEL GMBH AND CO KG","COLLAGENASE NB 6 GMP GRADE"
29147,A,3/31/2015,"LUPIN LTD","CINACALCET HYDROCHLORIDE"
29151,A,3/10/2015,"ADVANCED ACCELERATOR APPLICATIONS USA INC","KIT FOR PREPARATION OF 99M TC-RHANNEXIN V-128"
29154,A,3/06/2015,"HEBEI CHANGSHAN BIOCHEMICAL PHARMACEUTICAL CO LTD","DALTEPARIN SODIUM"
29155,A,3/09/2015,"NIFTY LABS PVT LTD","2-CHLOROMETHYL-3-METHYL-4-(3-METHOXY PROPOSY) PYRIDINE HYDROCHLORIDE"
29156,A,7/14/2015,"MICRO LABS LTD","SODIUM NITROPRUSSIDE USP "
29157,A,9/17/2015,"MICRO LABS LTD","DARUNAVIR ETHANOLATE"
29158,A,3/16/2015,"HETERO LABS LTD",EZETIMIBE
29159,A,4/08/2015,"LUPIN LTD","ATAZANAVIR SULFATE (PROCESS B)"
29161,A,3/31/2015,"THINQ PHARMA-CRO LTD","MECLIZINE HYDROCHLORIDE USP"
29162,A,3/25/2015,"PIRAMAL ENTERPRISES LTD","CINACALCET HYDROCHLORIDE"
29163,A,3/30/2015,"PIRAMAL ENTERPRISES LTD","LURASIDONE HYDROCHLORIDE"
29164,A,3/28/2015,"PIRAMAL ENTERPRISES LTD",CLOBAZAM
29165,A,4/20/2015,"INDUSTRIALE CHIMICA SRL",ETONOGESTREL
29166,A,3/11/2015,"MACCO ORGANIQUES INC","CALCIUM ACETATE"
29167,A,3/13/2015,"HETERO LABS LTD","CARBOPLATIN USP"
29169,A,3/30/2015,"JUBILANT GENERICS LTD",ZOPICLONE
29170,A,3/28/2015,"JUBILANT GENERICS LTD",LACOSAMIDE
29179,A,3/13/2015,"ZHEJIANG HAIZHOU PHARMACEUTICAL CO LTD",GUAIFENESIN
29180,A,3/16/2015,"ZCL CHEMICALS LTD","MEMANTINE HYDROCHLORIDE USP "
29182,A,3/18/2015,"HETERO DRUGS LTD","DONEPEZIL HYDROCHLORIDE (ANHYDROUS)"
29183,A,6/10/2015,"JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD","PEMETREXED DISODIUM HEMIPENTAHYDRATE, NON-STERILE, BULK DRUG SUBSTANCE"
29184,A,2/02/2015,"SHANDONG XINHUA PHARMACEUTICAL CO LTD","OMEGA-3-ACID-ETHYL ESTERS"
29185,A,3/31/2015,"WOCKHARDT BIO AG","REGADENOSON (AMORPHOUS)"
29190,A,12/03/2015,"DELMAR CHEMICALS INC","ROSUVASTATIN CALCIUM"
29191,A,3/31/2015,"UNICHEM LABORATORIES LTD","LURASIDONE HYDROCHLORIDE"
29192,A,6/12/2015,"PRONOVA BIOPHARMA NORGE AS","OMEGA-3-ACID ETHYL ESTERS CAPSULES"
29194,A,4/09/2015,"PICHEM FORSCHUNGS UND ENTWICKLUNGS GMBH",DOTA-TATE
29195,A,4/16/2015,PCAS,"ENCLOMIPHENE CITRATE"
29196,A,4/02/2015,"TEVA PHARMACEUTICAL INDUSTRIES LTD","VILAZODONE HYDROCHLORIDE"
29197,A,3/31/2015,"MSN LABORATORIES PRIVATE LTD","NEOSTIGMINE METHYLSULFATE USP [ROUTE CODE ""NS""]"
29198,A,4/28/2015,"GLAND PHARMA LTD","NICARDIPINE HYDROCHLORIDE USP"
29199,A,3/31/2015,"ALEMBIC PHARMACEUTICALS LTD","RIVASTIGMINE USP"
29201,A,3/17/2015,"OSAKA SODA CO LTD","DAISOGEL C4 SERIES"
29204,A,2/27/2015,"AMERICAN TARTARIC PRODUCTS INC","POTASSIUM BITARTRATE, USP/FCC"
29205,A,4/03/2015,"MSN LABORATORIES PRIVATE LTD","LORCASERIN HYDROCHLORIDE HEMIHYDRATE [ROUTE CODE ""LC""]"
29206,A,6/30/2015,"MSN LABORATORIES PRIVATE LTD","TAFLUPROST [ROUTE CODE ""TU""]"
29207,A,8/12/2015,"CHIROGATE INTERNATIONAL INC","HEXADECYL TREPROSTINIL"
29208,A,3/26/2015,"PERLMAN SCOTT MD MS","(18F) FES,16 ALPHA-[18F]-FLUORO-17BETAESTRADIOL
"
29209,A,11/19/2015,"TEVA PHARMACEUTICAL INDUSTRIES LTD",CAPECITABINE
29210,A,7/10/2015,"AMRI RENSSELAER INC","EPINEPHRINE, USP"
29211,A,3/26/2015,"M/S ZCL CHEMICALS LTD","ATOMOXETINE HYDROCHLORIDE USP"
29212,A,3/23/2015,"VIWIT PHARMACEUTICAL CO LTD","ATAZANAVIR SULFATE"
29213,A,3/26/2015,"BCN PEPTIDES SA","ICATIBANT ACETATE"
29214,A,3/20/2015,"ZHEJIANG APELOA JIAYUAN PHARMACEUTICAL CO LTD","IRON DEXTRAN"
29215,A,3/27/2015,"STRIDES SHASUN LTD",APREPITANT
29216,A,3/27/2015,"STRIDES SHASUN LTD","DEXTROMETHORPHAN POLISTIREX"
29217,A,3/26/2015,"QINHUANGDAO ZIZHU PHARMACEUTICAL CO LTD",TIBOLONE
29221,A,3/30/2015,"SYMBIOTEC PHARMALAB PRIVATE LTD","HYDROCORTISONE HEMISUCCINATE USP"
29224,A,3/30/2015,"SYMBIOTEC PHARMALAB PRIVATE LTD","16A-HYDROXY PREDNISOLONE (INTERMEDIATE)"
29225,A,5/22/2015,"AMBIOPHARM INC","ICATIBANT ACETATE (NON-STERILE)"
29226,A,3/27/2015,"VIWIT PHARMACEUTICAL CO LTD","SITAGLIPTIN PHOSPHATE MONOHYDRATE"
29228,A,3/31/2015,"WUHAN ZY PHARMACEUTICAL CO LTD","POSACONAZOLE FORM 1"
29229,A,3/26/2015,"INDIA PHOSPHATE","SILVER SULFADIAZINE USP"
29230,A,3/31/2015,"ZHEJIANG XIANJU JUNYE PHARMACEUTICAL CO LTD",ESTRONE
29231,A,3/31/2015,"QILU TIANHE PHARMACEUTICAL CO LTD","SULBACTAM SODIUM (NON-STERILE API)"
29233,A,4/02/2015,"FUAN PHARMACEUTICAL GROUP CO LTD",CEFSULODIN
29236,A,7/06/2015,"JOHNSON AND JOHNSON CONSUMER INC MCNEIL CONSUMER HEALTHCARE DIV","NICOTINE OROMUCOSAL SPRAY"
29271,A,4/15/2015,"HISUN PHARMACEUTICAL NANTONG CO LTD","PRAZIQUANTEL USP"
29273,A,7/15/2015,"ALKERMES INC","POLYMILL ® POLYSTYRENE MILLING MEDIA"
29275,A,4/03/2015,"YUEYANG HUDEX PHARMACEUTICALS LTD","CINACALCET HCL"
29276,A,3/25/2015,"SALVI CHEMICAL INDUSTRIES LTD","FERROUS FUMARATE USP"
29277,A,4/13/2015,"OPTIMUS DRUGS PRIVATE LTD","ETHYL 3-(3-AMINO-4-(METHYL AMINO)-N-(PYRIDIN-2-YL) BENZAMIDO PROPANOATE [DABIGATRAN INTERMEDIATE]"
29278,A,4/13/2015,"OPTIMUS DRUGS PRIVATE LTD","(S)-1-PHENYL-1,2,3,4-TETRAHYDROISOQUINOLINE (SOLIFENACIN INTERMEDIATE)"
29281,A,3/26/2015,"IRVINE SCIENTIFIC SALES CO INC","PRIME-XV®T CELL EXPANSION XSFM"
29286,A,6/09/2015,"ITF CHEMICAL LTDA","PEMETREXED DISODIUM EP"
29289,A,4/05/2015,"JIAOZUO JOINCARE BIOTECHNOLOGICAL CO LTD","PNEUMOCANDIN B0"
29292,A,8/20/2015,"LEK PHARMACEUTICALS DD","CLAVULANATE POTASSIUM DILUTED WITH MICROCRYSTALLINE CELLULOSE 1:1"
29297,A,4/15/2015,"UNIV OKLAHOMA HEALTH SCIENCE CENTER RESEARCH IMAGING FACILITY","3'-DEOXY-3'-[18F] FLUOROTHYMIDINE"
29298,A,4/15/2015,"SHANGHAI HAOYUAN CHEMEXPRESS CO LTD","                                                                             INTERMEDIATE OF CALCIPOTRIOL"
29299,A,5/11/2015,"BEIJING HUIKANG BOYUAN CHEMICAL TECH CO LTD","SAXAGLIPTIN HCL"
29300,A,4/30/2015,"AURONEXT PHARMA PRIVATE LTD","SODIUM BICARBONATE (STERILE)"
29301,A,4/16/2015,"HETERO DRUGS LTD","RILPIVIRINE HYDROCHLORIDE"
29302,A,10/07/2015,"CHENGDU SHENGNUO BIOPHARM CO LTD",LIRAGLUTIDE
29303,A,7/07/2015,"INDOCO REMEDIES LTD","BESIFLOXACIN HYDROCHLORIDE"
29306,A,4/17/2015,"SHANGHAI AJINOMOTO AMINO ACID CO LTD",L-THREONINE
29308,A,5/06/2015,"QILU PHARMACEUTICAL CO LTD","BOTEZOMIB (NON-STERILE FORM)"
29315,A,6/23/2015,"USV PRIVATE LTD","REGADENOSON MONOHYDRATE"
29316,A,6/24/2015,"SUN PHARMACEUTICAL INDUSTRIES LTD","TADALAFIL USP"
29317,A,11/25/2015,"RHODES TECHNOLOGIES INC","MORPHINE SULFATE, USP"
29318,A,9/10/2015,"SUN PHARMACEUTICAL INDUSTRIES LTD",CLOFARABINE
29320,A,8/21/2015,"SUN PHARMACEUTICAL INDUSTRIES LTD",DEFERASIROX
29321,A,4/22/2015,"OLON SPA",GLIPIZIDE
29328,A,4/07/2016,"INTERQUIM SA","PALIPERIDONE PALMITATE STERILE"
29329,A,6/09/2015,"AMINO CHEMICALS LTD",MIGLUSTAT
29330,A,5/06/2015,"TYCHE INDUSTRIES LTD","PALONOSETRON HYDROCHLORIDE"
29335,A,4/27/2015,"NOF CORP","ALPHA-[3-(3-MALEIMIDO-1-OXOPROPYL)AMINO]PROPYL-OMEGA-METHOXY, POLYOXYETHYLENE
"
29336,A,4/27/2015,"SHANGHAI WONDER PHARMACEUTICAL CO LTD","ETHIODIZED OIL"
29338,A,4/29/2015,"TRIFARMA SPA","CLOCORTOLONE PIVALATE"
29339,A,1/08/2016,"UNIV MISSOURI RESEARCH REACTOR CENTER","LUTETIUM (LU-177) CHLORIDE RADIOPHARMACEUTICAL PRECURSOR"
29340,A,6/30/2015,"YABAO PHARMACEUTICAL GROUP CO LTD","SORAFENIB TOSYLATE"
29342,A,7/07/2015,PCAS,"TIMOLOL MALEATE (7125)"
29343,A,4/30/2015,"SUNBIO INC","METHOXY POLYETHYLENE GLYCOL DISUCCINIMIDYL PROPIONATE 3,400"
29345,A,6/08/2015,"QINHUANGDAO ZIZHU PHARMACEUTICAL CO LTD","GESTODENE (MICRONIZED)"
29346,A,5/19/2015,"WATERSTONE PHARMACEUTICALS HUBEI CO LTD",DEXLANSOPRAZOLE
29349,A,5/16/2015,"MSN LABORATORIES PRIVATE LTD","POSACONAZOLE AMORPHOUS (PROCESS-2) [ROUTE CODE - ""PKA""]"
29350,A,9/29/2015,"MALLINCKRODT INC","METHADONE HYDROCHLORIDE USP"
29351,A,6/02/2015,"HONOUR LAB LTD",CLOBAZAM
29353,A,5/06/2015,"SHANDONG CHENZHONG BIOPHARMACEUTICAL CO LTD","HEPARIN SODIUM"
29354,A,5/05/2015,"JOST CHEMICAL CO","ZINC CITRATE DIHYDRATE"
29355,A,4/29/2015,"CHINESE PEPTIDE CO","LEUPROLIDE ACETATE"
29359,A,5/11/2015,"SEQUENT SCIENTIFIC LTD",RIFAXIMIN
29361,A,7/17/2015,"TRIS PHARMA INC","HCD-CPM-PSEUD ER OS (HYDROCODONE POLISTIREX, CHLORPHENIRAMINE POLISTIREX AND PSEUDOEPHEDRINE POLISTIREX ER ORAL SUSPENSION)"
29362,A,6/15/2015,"KREITCHMAN PET CENTER","FPEB F18 INJECTION"
29364,A,5/26/2015,"MSN LABORATORIES PRIVATE LTD","CABAZITAXEL [ROUTE CODE - ''CL'']"
29371,A,5/06/2015,"CAMBREX CHARLES CITY INC","HYDROCODONE BITARTRATE HEMIPENTAHYDRATE"
29372,A,5/11/2015,"SYNBIAS PHARMA LTD",CLOFARABINE
29373,A,8/12/2015,"MACLEODS PHARMACEUTICALS LTD","MOXIFLOXACIN HYDROCHLORIDE"
29374,A,9/29/2015,"NORTH CHINA PHARMACEUTICAL HUASHENG CO LTD",FIDAXOMICIN
29376,A,5/27/2015,"MIDAS PHARMA GMBH","5-AMINOLEVULINIC ACID HYDROCHLORIDE"
29380,A,5/11/2015,"IRVINE SCIENTIFIC SALES CO","PRIME-XV® MSC EXPANSION XSFM"
29382,A,5/13/2015,"AK AND MN BIOFARM CO LTD","AK&MN BIOFARM OMEGA-3 ACID ETHYL ESTER "
29383,A,5/15/2015,"COVALENT LABORATORIES PRIVATE LTD","CEFPROZIL USP "
29386,A,5/14/2015,"SMS PHARMACEUTICALS LTD","ROSIGLITAZONE MALEATE USP"
29388,A,5/11/2015,"ZHEJIANG CHARIOTEER PHARMACEUTICAL CO LTD","CLOPIDOGREL INTERMEDIATE P4"
29389,A,5/30/2015,"AUROBINDO PHARMA LTD","ESOMEPRAZOLE MAGNESIUM DIHYDRATE (PROCESS II)"
29390,A,9/30/2015,"BIOCON LTD",PIMECROLIMUS
29392,A,5/29/2015,"HETERO LABS LTD","VALSARTAN (PROCESS-III)"
29395,A,5/18/2015,"SUNBIO INC","POLYETHYLENE GLYCOL DISUCCINIMIDYL PROPIONATE 3,400"
29396,A,5/25/2015,"ROLABO OUTSOURCING SL","ATROPINE SULFATE USP"
29397,A,7/03/2015,"HEC PHARM CO LTD","ROSUVASTATIN CALCIUM NON-STERILE BULK DRUG SUBSTANCE"
29398,A,5/30/2015,"MSN LABORATORIES PRIVATE LTD","IVACAFTOR [ROUTE CODE - 'IC']"
29399,A,5/19/2015,"HETERO DRUGS LTD","CINACALCET HYDROCHLORIDE"
29401,A,6/05/2015,"HONOUR LAB LTD","COLCHICINE (FORM-A)"
29402,A,6/22/2015,"RAKS PHARMA PVT LTD","OMEPRAZOLE, USP"
29403,A,7/17/2015,"RAKS PHARMA PVT LTD","ESOMEPRAZOLE MAGNESIUM TRIHYDRATE, USP (ROUTE CODE - ""ES"")"
29404,A,5/31/2015,"MSN LIFE SCIENCES PRIVATE LTD","ETRAVIRINE [ROUTE CODE ""EV""]"
29405,A,6/05/2015,"CHENGDU YACHT BIO-TECHNOLOGY CO LTD",EVEROLIMUS
29407,A,5/29/2015,"CENTAUR PHARMACEUTICALS PRIVATE LTD",CLOBAZAM
29408,A,6/26/2015,"EMCURE PHARMACEUTICALS LTD","FELBAMATE USP"
29409,A,6/30/2015,"ESTEVE HUAYI PHARMACEUTICAL CO LTD","ERLOTINIB HYDROCHLORIDE"
29410,A,6/19/2015,"TEVA PHARMACEUTICAL INDUSTRIES LTD",DOCOSANOL
29411,A,5/27/2016,"NORAMCO INC","METHYLPHENIDATE HYDROCHLORIDE "
29412,A,6/01/2015,"CRYSTAL PHARMA SAU","DEXAMETHASONE SODIUM PHOSPHATE"
29416,A,5/21/2015,"CHANGZHOU BOHIV PHARMACEUTICAL TECHNOLOGY CO LTD",EPO
29417,A,4/29/2015,"CALYX CHEMICALS AND PHARMACEUTICALS LTD","MECLIZINE HYDROCHLORIDE"
